star_ID_pair,culture,ras,decs
"10280, 10793",chinese_medieval,"2.206191, 2.315831","30.303067, 28.642674"
"9640, 10793",chinese_medieval,"2.064984, 2.315831","42.329725, 28.642674"
"8068, 9640",chinese_medieval,"1.727675, 2.064984","50.688732, 42.329725"
"110391, 110746",chinese_medieval,"22.35988, 22.436306","-21.59823, -23.682447"
"110529, 110746",chinese_medieval,"22.391901, 22.436306","-24.762661, -23.682447"
"109990, 110529",chinese_medieval,"22.277073, 22.391901","-25.898162, -24.762661"
"109737, 109990",chinese_medieval,"22.229008, 22.277073","-25.180905, -25.898162"
"109375, 109737",chinese_medieval,"22.158044, 22.229008","-23.659109, -25.180905"
"109199, 109375",chinese_medieval,"22.120864, 22.158044","-22.240668, -23.659109"
"109199, 109509",chinese_medieval,"22.120864, 22.183993","-22.240668, -21.23279"
"109509, 109786",chinese_medieval,"22.183993, 22.238342000000006","-21.23279, -21.074566"
"109786, 110135",chinese_medieval,"22.238342000000006, 22.309489000000006","-21.074566, -20.740014"
"110135, 110391",chinese_medieval,"22.309489000000006, 22.35988","-20.740014, -21.59823"
"84379, 85693",chinese_medieval,"17.250531, 17.512307999999994","24.839204, 26.110645"
"85693, 86974",chinese_medieval,"17.512307999999994, 17.774319000000006","26.110645, 27.720676"
"86974, 88794",chinese_medieval,"17.774319000000006, 18.125708","27.720676, 28.762488"
"88794, 92043",chinese_medieval,"18.125708, 18.761035","28.762488, 20.546308"
"92043, 93747",chinese_medieval,"18.761035, 19.090169","20.546308, 13.863478"
"92946, 93747",chinese_medieval,"18.936995, 19.090169","4.203595, 13.863478"
"89962, 92946",chinese_medieval,"18.355167, 18.936995","-2.898825, 4.203595"
"88048, 89962",chinese_medieval,"17.983775, 18.355167","-9.773632, -2.898825"
"86263, 88048",chinese_medieval,"17.626445, 17.983775","-15.398557, -9.773632"
"84012, 86263",chinese_medieval,"17.172968, 17.626445","-15.72491, -15.398557"
"80170, 80816",chinese_medieval,"16.365338, 16.503667999999998","19.15313, 21.489613"
"79043, 80170",chinese_medieval,"16.134591, 16.365338","17.046979999999998, 19.15313"
"78072, 79043",chinese_medieval,"15.940882, 16.134591","15.661617, 17.046979999999998"
"77233, 78072",chinese_medieval,"15.769793, 15.940882","15.421826, 15.661617"
"76276, 77233",chinese_medieval,"15.580041, 15.769793","10.538867, 15.421826"
"76276, 77070",chinese_medieval,"15.580041, 15.737798000000002","10.538867, 6.425627"
"77070, 77622",chinese_medieval,"15.737798000000002, 15.846935","6.425627, 4.47773"
"77622, 79593",chinese_medieval,"15.846935, 16.239094","4.47773, -3.694323"
"79593, 79882",chinese_medieval,"16.239094, 16.305358","-3.694323, -4.692511"
"79882, 81377",chinese_medieval,"16.305358, 16.619316","-4.692511, -10.56709"
"96234, 97067",chinese_medieval,"19.569024, 19.727116","-40.034638, -37.53876500000001"
"95823, 96234",chinese_medieval,"19.489951, 19.569024","-43.445195, -40.034638"
"95823, 96721",chinese_medieval,"19.489951, 19.661606","-43.445195, -45.27855"
"96721, 98032",chinese_medieval,"19.661606, 19.921026","-45.27855, -41.868288"
"97749, 98032",chinese_medieval,"19.864056, 19.921026","-39.874367, -41.868288"
"97067, 97749",chinese_medieval,"19.727116, 19.864056","-37.53876500000001, -39.874367"
"97749, 98412",chinese_medieval,"19.864056, 19.995605","-39.874367, -35.276305"
"94986, 96234",chinese_medieval,"19.327776, 19.569024","-35.421452, -40.034638"
"95241, 95823",chinese_medieval,"19.377303, 19.489951","-44.458965, -43.445195"
"98032, 98512",chinese_medieval,"19.921026, 20.013424","-41.868288, -45.112918"
"3300, 3504",chinese_medieval,"0.7010810000000001, 0.74542","50.512526, 48.284364"
"3478, 3504",chinese_medieval,"0.7406119999999999, 0.74542","47.863984, 48.284364"
"3414, 3478",chinese_medieval,"0.7244659999999999, 0.7406119999999999","47.024546, 47.863984"
"2900, 3414",chinese_medieval,"0.612903, 0.7244659999999999","44.488587, 47.024546"
"2225, 2900",chinese_medieval,"0.470454, 0.612903","44.394452, 44.488587"
"841, 2225",chinese_medieval,"0.172012, 0.470454","46.072272, 44.394452"
"841, 967",chinese_medieval,"0.172012, 0.199741","46.072272, 48.152396"
"967, 1415",chinese_medieval,"0.199741, 0.295295","48.152396, 51.43309"
"1415, 1921",chinese_medieval,"0.295295, 0.404348","51.43309, 52.019914"
"1921, 3300",chinese_medieval,"0.404348, 0.7010810000000001","52.019914, 50.512526"
"35904, 38170",chinese_medieval,"7.401584, 7.821571","-29.303104, -24.859786"
"32759, 35904",chinese_medieval,"6.8306830000000005, 7.401584","-32.508478000000004, -29.303104"
"32759, 33579",chinese_medieval,"6.8306830000000005, 6.9770970000000005","-32.508478000000004, -28.972084"
"33579, 33856",chinese_medieval,"6.9770970000000005, 7.028652","-28.972084, -27.93483"
"33856, 34444",chinese_medieval,"7.028652, 7.139857000000001","-27.93483, -26.3932"
"34444, 35415",chinese_medieval,"7.139857000000001, 7.311802","-26.3932, -24.954375"
"35415, 36721",chinese_medieval,"7.311802, 7.552716","-24.954375, -24.710731"
"36721, 38170",chinese_medieval,"7.552716, 7.821571","-24.710731, -24.859786"
"33977, 34444",chinese_medieval,"7.050408999999998, 7.139857000000001","-23.833291, -26.3932"
"34444, 35904",chinese_medieval,"7.139857000000001, 7.401584","-26.3932, -29.303104"
"68282, 71352",chinese_medieval,"13.977987, 14.591786","-44.803584, -42.157824"
"68933, 71352",chinese_medieval,"14.111395000000002, 14.591786","-36.369954, -42.157824"
"67457, 68933",chinese_medieval,"13.824091, 14.111395000000002","-34.450776, -36.369954"
"65109, 67457",chinese_medieval,"13.343296, 13.824091","-36.71229500000001, -34.450776"
"64408, 65109",chinese_medieval,"13.200901000000002, 13.343296","-37.803022, -36.71229500000001"
"63972, 64408",chinese_medieval,"13.109743, 13.200901000000002","-41.588443, -37.803022"
"63972, 64332",chinese_medieval,"13.109743, 13.185804999999998","-41.588443, -42.232891"
"64332, 64557",chinese_medieval,"13.185804999999998, 13.232698","-42.232891, -43.139107"
"64348, 64557",chinese_medieval,"13.189789, 13.232698","-43.36855300000001, -43.139107"
"34088, 35350",chinese_medieval,"7.0684809999999985, 7.30155","20.570297, 16.540383"
"32921, 34088",chinese_medieval,"6.859178999999999, 7.0684809999999985","21.761148, 20.570297"
"32246, 32921",chinese_medieval,"6.732202, 6.859178999999999","25.131124, 21.761148"
"30883, 32921",chinese_medieval,"6.482719, 6.859178999999999","20.212133, 21.761148"
"30343, 30883",chinese_medieval,"6.3826730000000005, 6.482719","22.513586, 20.212133"
"30883, 31681",chinese_medieval,"6.482719, 6.628528","20.212133, 16.399252"
"31681, 34088",chinese_medieval,"6.628528, 7.0684809999999985","16.399252, 20.570297"
"31681, 32362",chinese_medieval,"6.628528, 6.754824","16.399252, 12.895591"
"29655, 30343",chinese_medieval,"6.247961, 6.3826730000000005","22.506799, 22.513586"
"76127, 77655",chinese_medieval,"15.548829, 15.85387","31.359133, 35.657382"
"75695, 76127",chinese_medieval,"15.463818, 15.548829","29.105703, 31.359133"
"75695, 76267",chinese_medieval,"15.463818, 15.578128","29.105703, 26.714693"
"76267, 76952",chinese_medieval,"15.578128, 15.712381","26.714693, 26.295637"
"76952, 77512",chinese_medieval,"15.712381, 15.826570000000002","26.295637, 26.068394"
"77512, 78159",chinese_medieval,"15.826570000000002, 15.959794","26.068394, 26.87788"
"78159, 78493",chinese_medieval,"15.959794, 16.024047","26.87788, 29.851061"
"78459, 78493",chinese_medieval,"16.017412, 16.024047","33.303509000000005, 29.851061"
"77655, 78459",chinese_medieval,"15.85387, 16.017412","35.657382, 33.303509000000005"
"20507, 21278",chinese_medieval,"4.3946809999999985, 4.565201999999998","-3.74547, -6.738908"
"21278, 21296",chinese_medieval,"4.565201999999998, 4.569897","-6.738908, -8.231352000000001"
"21296, 21297",chinese_medieval,"4.569897, 4.569936","-8.231352000000001, -8.970258"
"21239, 21297",chinese_medieval,"4.556135, 4.569936","-10.785333, -8.970258"
"20922, 21239",chinese_medieval,"4.485257, 4.556135","-13.04837, -10.785333"
"19777, 20922",chinese_medieval,"4.239914, 4.485257","-10.256283, -13.04837"
"19777, 19996",chinese_medieval,"4.239914, 4.288673","-10.256283, -6.4721769999999985"
"19849, 19996",chinese_medieval,"4.254537, 4.288673","-7.652871, -6.4721769999999985"
"19849, 20507",chinese_medieval,"4.254537, 4.3946809999999985","-7.652871, -3.74547"
"104732, 105138",chinese_medieval,"21.215607, 21.298632","30.226916, 34.896898"
"104887, 105138",chinese_medieval,"21.246517, 21.298632","38.045317, 34.896898"
"103413, 104887",chinese_medieval,"20.952893, 21.246517","41.167136, 38.045317"
"102098, 103413",chinese_medieval,"20.690532, 20.952893","45.280338, 41.167136"
"99639, 102098",chinese_medieval,"20.22168, 20.690532","46.815675, 45.280338"
"97165, 99639",chinese_medieval,"19.749574, 20.22168","45.13081, 46.815675"
"97165, 100453",chinese_medieval,"19.749574, 20.370473","45.13081, 40.256679"
"100453, 102488",chinese_medieval,"20.370473, 20.770178","40.256679, 33.970256"
"102488, 104732",chinese_medieval,"20.770178, 21.215607","33.970256, 30.226916"
"82396, 82514",chinese_medieval,"16.83608, 16.864508999999998","-34.293232, -38.04738"
"82514, 82671",chinese_medieval,"16.864508999999998, 16.899924","-38.04738, -42.362025"
"82671, 84143",chinese_medieval,"16.899924, 17.202551999999994","-42.362025, -43.239189"
"84143, 86228",chinese_medieval,"17.202551999999994, 17.621979999999994","-43.239189, -42.997824"
"86228, 87073",chinese_medieval,"17.621979999999994, 17.793078","-42.997824, -40.126997"
"86670, 87073",chinese_medieval,"17.708132, 17.793078","-39.029983, -40.126997"
"85927, 86670",chinese_medieval,"17.560145000000002, 17.708132","-37.103821, -39.029983"
"85696, 86670",chinese_medieval,"17.512732, 17.708132","-37.295811, -39.029983"
"82514, 82545",chinese_medieval,"16.864508999999998, 16.872263","-38.04738, -38.017536"
"23607, 24010",chinese_medieval,"5.076153, 5.161654","15.404105, 15.597232"
"22957, 23607",chinese_medieval,"4.939521, 5.076153","13.514466, 15.404105"
"22833, 22957",chinese_medieval,"4.913027, 4.939521","11.426006, 13.514466"
"22833, 22845",chinese_medieval,"4.913027, 4.914924","11.426006, 10.150833"
"22509, 22845",chinese_medieval,"4.843534, 4.914924","8.900176, 10.150833"
"22449, 22509",chinese_medieval,"4.830669, 4.843534","6.961276, 8.900176"
"22449, 22549",chinese_medieval,"4.830669, 4.853434","6.961276, 5.605104"
"22549, 22797",chinese_medieval,"4.853434, 4.904193","5.605104, 2.440672"
"96665, 97229",chinese_medieval,"19.653234, 19.761096","5.397773, 7.613158"
"96229, 97229",chinese_medieval,"19.568153, 19.761096","7.378941, 7.613158"
"94727, 96229",chinese_medieval,"19.275287, 19.568153","4.834795, 7.378941"
"94727, 95501",chinese_medieval,"19.275287, 19.424972","4.834795, 3.114775"
"95501, 96468",chinese_medieval,"19.424972, 19.612022","3.114775, -1.286601"
"95937, 96468",chinese_medieval,"19.511066, 19.612022","-2.788887, -1.286601"
"95066, 95937",chinese_medieval,"19.342473, 19.511066","-5.4157660000000005, -2.788887"
"95066, 96483",chinese_medieval,"19.342473, 19.614847","-5.4157660000000005, -7.027477"
"87563, 87808",chinese_medieval,"17.888341, 17.93755","40.007959, 37.250539"
"85382, 87808",chinese_medieval,"17.446153, 17.93755","34.695802, 37.250539"
"84862, 85382",chinese_medieval,"17.34432, 17.446153","32.467743, 34.695802"
"83313, 84862",chinese_medieval,"17.026767, 17.34432","33.56827, 32.467743"
"83207, 83313",chinese_medieval,"17.004827, 17.026767","30.926405, 33.56827"
"81693, 83207",chinese_medieval,"16.688113, 17.004827","31.602726, 30.926405"
"80197, 81693",chinese_medieval,"16.372618, 16.688113","33.799052, 31.602726"
"80181, 80197",chinese_medieval,"16.368287, 16.372618","30.891996, 33.799052"
"98234, 98754",chinese_medieval,"19.962624, 20.058338","16.789163000000002, 16.031254999999998"
"97365, 98234",chinese_medieval,"19.789795, 19.962624","18.534286, 16.789163000000002"
"97365, 98337",chinese_medieval,"19.789795, 19.979285","18.534286, 19.492148"
"98337, 98920",chinese_medieval,"19.979285, 20.08597","19.492148, 19.991071"
"98920, 99352",chinese_medieval,"20.08597, 20.165735","19.991071, 20.915028"
"99352, 100276",chinese_medieval,"20.165735, 20.339279","20.915028, 17.792928"
"99742, 100276",chinese_medieval,"20.237949, 20.339279","15.197609, 17.792928"
"99742, 100256",chinese_medieval,"20.237949, 20.333386","15.197609, 13.548091"
"101772, 102790",chinese_medieval,"20.626116, 20.824709","-47.291502, -46.226826"
"101477, 102790",chinese_medieval,"20.565297, 20.824709","-44.516048, -46.226826"
"102790, 105685",chinese_medieval,"20.824709, 21.405786","-46.226826, -46.614706"
"105334, 105685",chinese_medieval,"21.335968, 21.405786","-45.021893, -46.614706"
"105425, 105685",chinese_medieval,"21.354611, 21.405786","-49.938248, -46.614706"
"105685, 107649",chinese_medieval,"21.405786, 21.804363","-46.614706, -47.303615"
"106429, 107649",chinese_medieval,"21.556534, 21.804363","-44.8487, -47.303615"
"107409, 107649",chinese_medieval,"21.755198, 21.804363","-49.498761, -47.303615"
"3456, 3521",chinese_medieval,"0.736683, 0.7491869999999999","-38.421686, -42.676558"
"2240, 3456",chinese_medieval,"0.474027, 0.736683","-39.915002, -38.421686"
"133, 2240",chinese_medieval,"0.02823, 0.474027","-40.148702, -39.915002"
"133, 950",chinese_medieval,"0.02823, 0.195552","-40.148702, -35.133119"
"2663, 5042",chinese_medieval,"0.56217, 1.075717","-35.002078000000004, -33.532845"
"2240, 2663",chinese_medieval,"0.474027, 0.56217","-39.915002, -35.002078000000004"
"2081, 2240",chinese_medieval,"0.4380560000000001, 0.474027","-42.305981, -39.915002"
"966, 2081",chinese_medieval,"0.19891, 0.4380560000000001","-42.172144, -42.305981"
"100062, 100195",chinese_medieval,"20.300388, 20.323223","-21.80996, -19.118533"
"99825, 100062",chinese_medieval,"20.254806, 20.300388","-27.032977, -21.80996"
"101090, 101384",chinese_medieval,"20.492039, 20.547877","-22.391567, -24.943829"
"100738, 101384",chinese_medieval,"20.424119, 20.547877","-28.663269, -24.943829"
"101997, 102094",chinese_medieval,"20.669925, 20.690073","-23.773867000000006, -25.999911"
"102092, 102094",chinese_medieval,"20.689902, 20.690073","-31.598289, -25.999911"
"101384, 102094",chinese_medieval,"20.547877, 20.690073","-24.943829, -25.999911"
"100062, 101384",chinese_medieval,"20.300388, 20.547877","-21.80996, -24.943829"
"87836, 88012",chinese_medieval,"17.944955, 17.977514000000006","-28.065394, -28.759089000000003"
"87706, 87836",chinese_medieval,"17.915012, 17.944955","-24.887095, -28.065394"
"87706, 88116",chinese_medieval,"17.915012, 17.996543","-24.887095, -23.816133"
"88116, 89153",chinese_medieval,"17.996543, 18.19537","-23.816133, -23.701235"
"89153, 89980",chinese_medieval,"18.19537, 18.358713","-23.701235, -24.915276"
"89678, 89980",chinese_medieval,"18.300886, 18.358713","-27.042641, -24.915276"
"88839, 89678",chinese_medieval,"18.134716, 18.300886","-28.457093, -27.042641"
"88012, 88839",chinese_medieval,"17.977514000000006, 18.134716","-28.759089000000003, -28.457093"
"93580, 94149",chinese_medieval,"19.058959, 19.164332","1.818768, -0.4281140000000001"
"93805, 94149",chinese_medieval,"19.10415, 19.164332","-4.882554, -0.4281140000000001"
"93526, 93805",chinese_medieval,"19.048472, 19.10415","-3.698987, -4.882554"
"93429, 93526",chinese_medieval,"19.028008, 19.048472","-5.739115, -3.698987"
"93026, 93429",chinese_medieval,"18.951019, 19.028008","-5.846314, -5.739115"
"92488, 93026",chinese_medieval,"18.849586, 18.951019","-9.774096, -5.846314"
"91726, 92488",chinese_medieval,"18.704563, 18.849586","-9.052549, -9.774096"
"91117, 91726",chinese_medieval,"18.586785, 18.704563","-8.244073, -9.052549"
"20648, 20889",chinese_medieval,"4.424828, 4.476943","17.92791, 19.180431"
"20455, 20648",chinese_medieval,"4.382247, 4.424828","17.542514, 17.92791"
"20205, 20455",chinese_medieval,"4.329889, 4.382247","15.627642000000002, 17.542514"
"20894, 21421",chinese_medieval,"4.477705, 4.598677","15.870883, 16.509301"
"20713, 20894",chinese_medieval,"4.439094, 4.477705","15.618265, 15.870883"
"20205, 20713",chinese_medieval,"4.329889, 4.439094","15.627642000000002, 15.618265"
"18724, 20205",chinese_medieval,"4.0113379999999985, 4.329889","12.490347, 15.627642000000002"
"21421, 21683",chinese_medieval,"4.598677, 4.6545830000000015","16.509301, 15.917977"
"21402, 22044",chinese_medieval,"4.594239, 4.740508","10.16079, 11.146137"
"22044, 22157",chinese_medieval,"4.740508, 4.76715","11.146137, 11.705591"
"21589, 22157",chinese_medieval,"4.635961, 4.76715","12.510838, 11.705591"
"21402, 21589",chinese_medieval,"4.594239, 4.635961","10.16079, 12.510838"
"20522, 21402",chinese_medieval,"4.397729, 4.594239","9.460968, 10.16079"
"19860, 20522",chinese_medieval,"4.258905, 4.397729","8.892357, 9.460968"
"18975, 19860",chinese_medieval,"4.065723, 4.258905","8.197269, 8.892357"
"18907, 18975",chinese_medieval,"4.052606, 4.065723","5.989305, 8.197269"
"114222, 116727",chinese_medieval,"23.131623, 23.65582","75.387496, 77.632276"
"111532, 114222",chinese_medieval,"22.596077, 23.131623","73.643188, 75.387496"
"109400, 111532",chinese_medieval,"22.163441, 22.596077","72.341207, 73.643188"
"107119, 109400",chinese_medieval,"21.698652, 22.163441","71.311417, 72.341207"
"106032, 107119",chinese_medieval,"21.477662, 21.698652","70.560716, 71.311417"
"102370, 106032",chinese_medieval,"20.742518, 21.477662","69.751813, 70.560716"
"100261, 102370",chinese_medieval,"20.334998, 20.742518","68.880317, 69.751813"
"100261, 101134",chinese_medieval,"20.334998, 20.5002","68.880317, 72.53170300000002"
"13268, 14328",chinese_medieval,"2.844945, 3.079942","55.895496, 53.50644000000001"
"14328, 15863",chinese_medieval,"3.079942, 3.405378","53.50644000000001, 49.86118"
"15863, 16826",chinese_medieval,"3.405378, 3.608159","49.86118, 48.19263400000001"
"16826, 17358",chinese_medieval,"3.608159, 3.715416","48.19263400000001, 47.787551"
"17358, 19343",chinese_medieval,"3.715416, 4.144357","47.787551, 47.712513"
"19343, 19812",chinese_medieval,"4.144357, 4.248295","47.712513, 48.409331"
"19812, 20070",chinese_medieval,"4.248295, 4.304056","48.409331, 50.295502"
"19167, 20070",chinese_medieval,"4.109735, 4.304056","50.351262, 50.295502"
"20884, 21139",chinese_medieval,"4.475589, 4.531296","1.380821, -0.044011"
"21139, 21547",chinese_medieval,"4.531296, 4.626703","-0.044011, -2.473548"
"21444, 21547",chinese_medieval,"4.6053169999999986, 4.626703","-3.352459, -2.473548"
"21444, 22024",chinese_medieval,"4.6053169999999986, 4.734811","-3.352459, -8.503571"
"21986, 22024",chinese_medieval,"4.726318, 4.734811","-8.794317, -8.503571"
"21986, 22439",chinese_medieval,"4.726318, 4.828402","-8.794317, -13.769669"
"22439, 22479",chinese_medieval,"4.828402, 4.83656","-13.769669, -16.217159"
"22479, 23362",chinese_medieval,"4.83656, 5.023772","-16.217159, -20.051918"
"14844, 19461",chinese_medieval,"3.195229, 4.167439","81.47071, 80.69868100000002"
"13055, 14844",chinese_medieval,"2.796568, 3.195229","81.448475, 81.47071"
"10309, 13055",chinese_medieval,"2.21388, 2.796568","79.69154, 81.448475"
"9568, 10309",chinese_medieval,"2.049177, 2.21388","77.916263, 79.69154"
"9568, 9727",chinese_medieval,"2.049177, 2.085315","77.916263, 77.281341"
"9727, 9763",chinese_medieval,"2.085315, 2.092103","77.281341, 76.11506"
"9586, 9763",chinese_medieval,"2.052914, 2.092103","73.85056999999998, 76.11506"
"9586, 9598",chinese_medieval,"2.052914, 2.057268","73.85056999999998, 72.42129399999997"
"29696, 31173",chinese_medieval,"6.256304, 6.540885","29.498076, 32.454898"
"31173, 31579",chinese_medieval,"6.540885, 6.609121000000001","32.454898, 38.4455"
"31579, 31771",chinese_medieval,"6.609121000000001, 6.644317","38.4455, 39.390854"
"31771, 31789",chinese_medieval,"6.644317, 6.646995","39.390854, 39.902559"
"31789, 31832",chinese_medieval,"6.646995, 6.655507000000001","39.902559, 42.488877"
"30972, 31832",chinese_medieval,"6.500826999999999, 6.655507000000001","46.685554, 42.488877"
"30520, 30972",chinese_medieval,"6.414973000000002, 6.500826999999999","49.287893, 46.685554"
"30247, 30520",chinese_medieval,"6.362811, 6.414973000000002","53.452179, 49.287893"
"19177, 20266",chinese_medieval,"4.110785, 4.344541","65.520798, 65.14044100000001"
"17884, 19177",chinese_medieval,"3.825357, 4.110785","65.525972, 65.520798"
"15890, 17884",chinese_medieval,"3.411267, 3.825357","64.585996, 65.525972"
"8362, 15890",chinese_medieval,"1.795668, 3.411267","63.852501, 64.585996"
"6312, 8362",chinese_medieval,"1.35145, 1.795668","64.65813100000001, 63.852501"
"5566, 6312",chinese_medieval,"1.190428, 1.35145","64.20267700000001, 64.65813100000001"
"4572, 5566",chinese_medieval,"0.975285, 1.190428","66.351793, 64.20267700000001"
"3951, 4572",chinese_medieval,"0.845442, 0.975285","64.24754899999999, 66.351793"
"25769, 29919",chinese_medieval,"5.502835, 6.298563","63.06721999999999, 61.515286"
"25769, 26882",chinese_medieval,"5.502835, 5.707347","63.06721999999999, 65.697649"
"22783, 26882",chinese_medieval,"4.900836, 5.707347","66.342678, 65.697649"
"22626, 22783",chinese_medieval,"4.868109, 4.900836","63.505421, 66.342678"
"22626, 23522",chinese_medieval,"4.868109, 5.05697","63.505421, 60.44224499999999"
"23522, 27971",chinese_medieval,"5.05697, 5.9160629999999985","60.44224499999999, 59.888367"
"27971, 30060",chinese_medieval,"5.9160629999999985, 6.327052","59.888367, 59.010964"
"29919, 30060",chinese_medieval,"6.298563, 6.327052","61.515286, 59.010964"
"42402, 42799",chinese_medieval,"8.645955, 8.720410000000001","3.341435, 3.3986620000000003"
"42313, 42402",chinese_medieval,"8.627602, 8.645955","5.703782, 3.341435"
"42313, 43109",chinese_medieval,"8.627602, 8.779587","5.703782, 6.418809"
"43109, 43234",chinese_medieval,"8.779587, 8.807214","6.418809, 5.837812"
"43234, 43813",chinese_medieval,"8.807214, 8.92323","5.837812, 5.945563"
"43813, 44659",chinese_medieval,"8.92323, 9.099546","5.945563, 5.092316"
"44659, 45336",chinese_medieval,"9.099546, 9.239405","5.092316, 2.31428"
"3821, 4427",chinese_medieval,"0.81826, 0.945143","57.815187, 60.71674"
"3179, 3821",chinese_medieval,"0.6751159999999999, 0.81826","56.53733100000001, 57.815187"
"2920, 3179",chinese_medieval,"0.616188, 0.6751159999999999","53.896909, 56.53733100000001"
"746, 4427",chinese_medieval,"0.152887, 0.945143","59.14978000000001, 60.71674"
"746, 3821",chinese_medieval,"0.152887, 0.81826","59.14978000000001, 57.815187"
"746, 3179",chinese_medieval,"0.152887, 0.6751159999999999","59.14978000000001, 56.53733100000001"
"746, 2920",chinese_medieval,"0.152887, 0.616188","59.14978000000001, 53.896909"
"75458, 78527",chinese_medieval,"15.415494, 16.031532000000002","58.966065, 58.565251"
"78527, 80331",chinese_medieval,"16.031532000000002, 16.39986","58.565251, 61.514213"
"80331, 83895",chinese_medieval,"16.39986, 17.146448","61.514213, 65.714683"
"83895, 89908",chinese_medieval,"17.146448, 18.345955","65.714683, 71.337814"
"89908, 99255",chinese_medieval,"18.345955, 20.148145","71.337814, 77.71141899999998"
"99255, 111056",chinese_medieval,"20.148145, 22.498047","77.71141899999998, 78.824285"
"6522, 111056",chinese_medieval,"1.3963370000000002, 22.498047","78.726056, 78.824285"
"111104, 111944",chinese_medieval,"22.508128, 22.675233","43.123376, 44.276305"
"109831, 111104",chinese_medieval,"22.245656, 22.508128","42.95391, 43.123376"
"107856, 109831",chinese_medieval,"21.851383, 22.245656","39.536658, 42.95391"
"107253, 107856",chinese_medieval,"21.723791, 21.851383","38.283589, 39.536658"
"106551, 107253",chinese_medieval,"21.579596, 21.723791","38.534054, 38.283589"
"106551, 106711",chinese_medieval,"21.579596, 21.615827","38.534054, 40.413521"
"106711, 107856",chinese_medieval,"21.615827, 21.851383","40.413521, 39.536658"
"60965, 61359",chinese_medieval,"12.497739, 12.573121","-16.515432, -23.396759"
"59803, 60965",chinese_medieval,"12.263437, 12.497739","-17.541929, -16.515432"
"59316, 59803",chinese_medieval,"12.168746, 12.263437","-22.619766, -17.541929"
"59316, 61359",chinese_medieval,"12.168746, 12.573121","-22.619766, -23.396759"
"59803, 60189",chinese_medieval,"12.263437, 12.34268","-17.541929, -22.215901"
"60965, 61174",chinese_medieval,"12.497739, 12.53451","-16.515432, -16.196007"
"59199, 59316",chinese_medieval,"12.140225, 12.168746","-24.728875, -22.619766"
"12692, 13531",chinese_medieval,"2.717451, 2.9042950000000003","55.106019, 52.762479000000006"
"13531, 14632",chinese_medieval,"2.9042950000000003, 3.151005","52.762479000000006, 49.613278"
"14632, 14668",chinese_medieval,"3.151005, 3.158258","49.613278, 44.857544"
"14576, 14668",chinese_medieval,"3.136148, 3.158258","40.955648, 44.857544"
"14354, 14576",chinese_medieval,"3.0862700000000003, 3.136148","38.840274, 40.955648"
"13254, 14354",chinese_medieval,"2.843063, 3.0862700000000003","38.318644, 38.840274"
"12623, 13254",chinese_medieval,"2.704144, 2.843063","40.193944, 38.318644"
"4147, 4914",chinese_medieval,"0.8834709999999999, 1.050705","-1.14426, -4.836601"
"4914, 5951",chinese_medieval,"1.050705, 1.276747","-4.836601, -2.500368"
"5951, 6226",chinese_medieval,"1.276747, 1.330082","-2.500368, -0.509029"
"6061, 6226",chinese_medieval,"1.2966540000000002, 1.330082","3.614466, -0.509029"
"5346, 6061",chinese_medieval,"1.1395, 1.2966540000000002","5.649819, 3.614466"
"3992, 5346",chinese_medieval,"0.85509, 1.1395","3.38502, 5.649819"
"3992, 4147",chinese_medieval,"0.85509, 0.8834709999999999","3.38502, -1.14426"
"46390, 46509",chinese_medieval,"9.45979, 9.485805","-8.658603, -2.768964"
"46509, 46776",chinese_medieval,"9.485805, 9.533036","-2.768964, -1.184664"
"46776, 47431",chinese_medieval,"9.533036, 9.664267","-1.184664, -1.14281"
"45811, 46390",chinese_medieval,"9.341394, 9.45979","-9.555695, -8.658603"
"45751, 45811",chinese_medieval,"9.329551, 9.341394","-11.974853, -9.555695"
"45751, 46744",chinese_medieval,"9.329551, 9.527497","-11.974853, -10.552013"
"46390, 46744",chinese_medieval,"9.45979, 9.527497","-8.658603, -10.552013"
"61468, 61789",chinese_medieval,"12.595987, 12.664594","-41.021945, -39.987302"
"61789, 62896",chinese_medieval,"12.664594, 12.890607","-39.987302, -40.178872"
"62896, 63066",chinese_medieval,"12.890607, 12.922067","-40.178872, -42.915732"
"63033, 63066",chinese_medieval,"12.916269, 12.922067","-44.151968, -42.915732"
"61916, 63033",chinese_medieval,"12.689723, 12.916269","-46.145581, -44.151968"
"61379, 61916",chinese_medieval,"12.578448, 12.689723","-44.673018, -46.145581"
"61379, 61468",chinese_medieval,"12.578448, 12.595987","-44.673018, -41.021945"
"70518, 71295",chinese_medieval,"14.424970000000002, 14.580758","-19.969985, -20.439381"
"69929, 70518",chinese_medieval,"14.310626999999998, 14.424970000000002","-18.715968, -19.969985"
"69658, 69929",chinese_medieval,"14.256691, 14.310626999999998","-18.20069, -18.715968"
"69269, 69658",chinese_medieval,"14.18069, 14.256691","-16.30203, -18.20069"
"68763, 69269",chinese_medieval,"14.074160999999998, 14.18069","-14.971708, -16.30203"
"67057, 68763",chinese_medieval,"13.741618, 14.074160999999998","-16.179072, -14.971708"
"100345, 100881",chinese_medieval,"20.350187, 20.455336","-14.781367, -18.211721"
"100881, 101123",chinese_medieval,"20.455336, 20.498307","-18.211721, -18.583178"
"101027, 101123",chinese_medieval,"20.481004, 20.498307","-17.813686999999994, -18.583178"
